date,region,rank,char_id,name,score
2026-09-12,한국,22,character:139,엄자영,6
2026-09-12,한국,23,character:258,고유미,6
2026-09-12,한국,24,character:176,한가영,6
2026-09-12,한국,25,character:119,서민희,5
2026-09-12,한국,26,character:71,김가을,5
2026-09-12,한국,27,character:348,윤가람,5
2026-09-12,한국,28,character:74,허유희,5
2026-09-12,한국,29,character:248,홍단비,5
2026-09-12,한국,30,character:2,강수연,4
2026-09-12,한국,31,character:170,서도연,4
2026-09-12,한국,32,character:93,한수진,4
2026-09-12,한국,33,character:256,김민지,4
2026-09-12,한국,34,character:317,피오나,4
2026-09-12,한국,35,character:296,김지민,4
2026-09-12,한국,36,character:522,금보라,4
2026-09-12,한국,37,character:306,김은주,4
2026-09-12,한국,38,character:290,박소민,3
2026-09-12,한국,39,character:177,백가인,3
2026-09-12,한국,40,character:291,차진희,3
2026-09-12,한국,41,character:284,오유리,3
2026-09-12,한국,42,character:97,차수민,3
2026-09-12,한국,43,character:262,도예은,3
2026-09-12,한국,44,character:134,김란,3
2026-09-12,한국,45,character:221,정은애,3
2026-09-12,한국,46,character:76,배현주,3
2026-09-12,한국,47,character:249,박유미,3
2026-09-12,한국,48,character:303,최고은,3
2026-09-12,한국,49,character:78,유세하,3
2026-09-12,한국,50,character:91,허민,3
2026-09-12,일본,1,character:133,矢野 栄子,54
2026-09-12,일본,2,character:1,下北愛梨,33
2026-09-12,일본,3,character:10000003,有村京香,31
2026-09-12,일본,4,content:102,ヤンキー女子たちと無人島で生き残る,29
2026-09-12,일본,5,character:94,小峰未奈,28
2026-09-12,일본,6,content:6,回帰した色魔は正派期待の新鋭となった,23
2026-09-12,일본,7,character:329,竿田真由美,22
2026-09-12,일본,8,character:265,西村美嘉,21
2026-09-12,일본,9,character:38,橋本美華,21
2026-09-12,일본,10,character:256,飯村香澄,19
2026-09-12,일본,11,character:291,竹田千夏,15
2026-09-12,일본,12,character:315,佐々木由紀,12
2026-09-12,일본,13,character:297,西本美幸,8
2026-09-12,일본,14,character:258,板野由美,8
2026-09-12,일본,15,character:77,西沢みな,6
2026-09-12,일본,16,character:80,ベルディア,6
2026-09-12,일본,17,character:176,春川霞,6
2026-09-12,일본,18,character:129,恩田恵奈,6
2026-09-12,일본,19,character:522,久保田美桜,5
2026-09-12,일본,20,character:131,エリス,4
2026-09-12,일본,21,character:78,渡辺りん,4
2026-09-12,일본,22,character:70,坂口美帆,4
2026-09-12,일본,23,character:293,高橋夕里,4
2026-09-12,일본,24,character:317,ピオナ,4
2026-09-12,일본,25,character:10000000,新庄まりな,4
2026-09-12,일본,26,character:268,千賀苑子,4
2026-09-12,일본,27,character:240,菅野真美,3
2026-09-12,일본,28,character:93,市村紗季,3
2026-09-12,일본,29,character:60,橋本美優,3
2026-09-12,일본,30,character:71,斉藤りいな,3
2026-09-12,일본,31,character:130,レイ,3
2026-09-12,일본,32,character:139,高橋真美,3
2026-09-12,일본,33,character:292,池上彩乃,3
2026-09-12,일본,34,character:253,堤さゆり,2
2026-09-12,일본,35,character:8,近藤結花,2
2026-09-12,일본,36,character:221,結城真理子,2
2026-09-12,일본,37,character:100,ジャン・ソニョン,2
2026-09-12,일본,38,character:235,結城飛鳥,2
2026-09-12,일본,39,character:294,葛西陽菜乃,2
2026-09-12,일본,40,character:119,藤田瑠華,2
2026-09-12,일본,41,character:118,坂本凪咲,2
2026-09-12,일본,42,character:62,金澤智佳,2
2026-09-12,일본,43,character:167,武田京子,2
2026-09-12,일본,44,character:121,小川日奈,2
2026-09-12,일본,45,character:76,保坂白雪,2
2026-09-12,일본,46,character:97,島田美里,2
2026-09-12,일본,47,character:316,青木里香,2
2026-09-12,일본,48,character:228,尾田光莉,2
2026-09-12,일본,49,character:306,清水琴葉,2
2026-09-12,일본,50,character:75,大空結衣,2
2026-09-12,중화권,1,character:522,杜嘉恩,24
2026-09-12,중화권,2,character:61,林映純,20
2026-09-12,중화권,3,character:139,嚴安雅,13
2026-09-12,중화권,4,character:129,殷霏,12
2026-09-12,중화권,5,character:174,高秀妍,9
2026-09-12,중화권,6,character:133,簡可優,7
2026-09-12,중화권,7,character:265,韓瑞賢,5
2026-09-12,중화권,8,character:348,林嘉藍,4
2026-09-12,중화권,9,character:132,鄭韶恩,3
2026-09-12,중화권,10,character:1,林依潔,3
2026-09-12,중화권,11,character:73,徐娜莉,3
2026-09-12,중화권,12,character:221,鄭恩愛,3
2026-09-12,중화권,13,character:100,張善英,2
2026-09-12,중화권,14,character:119,徐如熙,2
2026-09-12,중화권,15,character:303,吳悠秀,2
2026-09-12,중화권,16,character:72,陳鈺琳,2
2026-09-12,중화권,17,character:2,李舒欣,2
2026-09-12,중화권,18,character:70,江郁涵,2
2026-09-12,중화권,19,character:329,崔潔怡,2
2026-09-12,중화권,20,character:253,江玥璃,2
2026-09-12,중화권,21,character:306,黃恩茱,2
2026-09-12,중화권,22,character:97,王曉妤,1
2026-09-12,중화권,23,character:99,趙美靜,1
2026-09-12,중화권,24,character:202,吳美熙,1
2026-09-12,중화권,25,character:229,劉美媛,1
2026-09-12,중화권,26,character:118,白采媛,1
2026-09-12,중화권,27,character:60,詹希橙,1
2026-09-12,중화권,28,character:258,高佑美,1
2026-09-12,중화권,29,character:170,徐筱妍,1
2026-09-12,중화권,30,character:165,夏晴天,1
2026-09-12,중화권,31,character:262,涂藝恩,1
2026-09-12,중화권,32,character:251,林筱君,1
2026-09-12,중화권,33,character:268,趙書允,1
2026-09-12,중화권,34,character:89,劉達莉,1
2026-09-12,중화권,35,character:254,李宥利,1
2026-09-12,중화권,36,character:299,陳佳儀,1
2026-09-12,중화권,37,character:80,貝爾迪亞,1
2026-09-12,중화권,38,character:273,潘惠媛,1
2026-09-12,중화권,39,character:235,周薇亞,1
2026-09-12,중화권,40,character:137,李瑄雅,1
2026-09-12,중화권,41,character:93,韓秀珍,1
2026-09-12,중화권,42,character:317,費歐娜,1
2026-09-12,북미·글로벌,1,character:1,Ah-yeong Shin,6
2026-09-12,북미·글로벌,2,character:129,Hailey Eun,5
2026-09-12,북미·글로벌,3,character:348,Gwen Yoon,4
2026-09-12,북미·글로벌,4,content:101,Stranded on a Desert Island With My Bullies,4
2026-09-12,북미·글로벌,5,character:2,Soo-yeon Kang,3
2026-09-12,북미·글로벌,6,character:226,Melissa Lee,3
2026-09-12,북미·글로벌,7,character:247,Na-hyun Na,2
2026-09-12,북미·글로벌,8,character:97,Su-min Cha,2
2026-09-12,북미·글로벌,9,character:133,Grace Kim,2
2026-09-12,북미·글로벌,10,character:174,Samantha Ko,1
2026-09-12,북미·글로벌,11,character:176,Ga-yeong Han,1
2026-09-12,북미·글로벌,12,character:118,Ava Park,1
2026-09-12,북미·글로벌,13,character:249,Jessica Park,1
2026-09-12,북미·글로벌,14,character:221,Eun-ae Cha,1
2026-09-12,북미·글로벌,15,character:297,Erin Lee,1
2026-09-12,북미·글로벌,16,character:280,Ah-yeong Cho,1
2026-09-12,북미·글로벌,17,character:284,Yulia Oh,1
2026-09-12,북미·글로벌,18,character:60,Hee-jin Han,1
2026-09-13,한국,1,character:133,김고은,213
2026-09-13,한국,2,character:508,최아영,122
2026-09-13,한국,3,character:240,이소희,67
2026-09-13,한국,4,character:253,한유리,48
2026-09-13,한국,5,character:99,조미경,41
2026-09-13,한국,6,character:100,장선영,38
2026-09-13,한국,7,character:314,한유라,30
2026-09-13,한국,8,character:1,신아영,29
2026-09-13,한국,9,character:61,한나리,22
2026-09-13,한국,10,character:129,은혜,20
2026-09-13,한국,11,character:70,박다영,11
2026-09-13,한국,12,character:315,다희,11
2026-09-13,한국,13,content:101,일진녀들과 무인도에서 살아남기,11
2026-09-13,한국,14,content:106,"구조선 도착까지, 앞으로 93년",11
2026-09-13,한국,15,character:292,조민주,9
2026-09-13,한국,16,character:347,유소희,9
2026-09-13,한국,17,character:258,고유미,9
2026-09-13,한국,18,content:105,밀프 아일랜드 우리 아내는 안 넘어갑니다,9
2026-09-13,한국,19,character:170,서도연,8
2026-09-13,한국,20,character:118,박채원,8
2026-09-13,한국,21,character:72,이예린,7
2026-09-13,한국,22,character:306,김은주,6
2026-09-13,한국,23,content:6,회귀한 색마는 정파 후기지수가 되었다,6
2026-09-13,한국,24,character:262,도예은,5
2026-09-13,한국,25,character:291,차진희,5
2026-09-13,한국,26,character:132,정소은,5
2026-09-13,한국,27,character:249,박유미,5
2026-09-13,한국,28,character:139,엄자영,5
2026-09-13,한국,29,character:97,차수민,5
2026-09-13,한국,30,character:297,이다미,4
2026-09-13,한국,31,character:119,서민희,4
2026-09-13,한국,32,character:317,피오나,4
2026-09-13,한국,33,character:268,주서윤,4
2026-09-13,한국,34,character:93,한수진,4
2026-09-13,한국,35,character:247,나나현,4
2026-09-13,한국,36,character:73,서나리,3
2026-09-13,한국,37,character:74,허유희,3
2026-09-13,한국,38,character:91,허민,3
2026-09-13,한국,39,character:169,김윤아,3
2026-09-13,한국,40,character:173,유소담,3
2026-09-13,한국,41,character:80,베르디아,3
2026-09-13,한국,42,character:177,백가인,3
2026-09-13,한국,43,character:256,김민지,3
2026-09-13,한국,44,character:296,김지민,3
2026-09-13,한국,45,character:60,한희진,3
2026-09-13,한국,46,character:176,한가영,3
2026-09-13,한국,47,character:96,정고은,2
2026-09-13,한국,48,character:89,유달리,2
2026-09-13,한국,49,character:71,김가을,2
2026-09-13,한국,50,character:221,정은애,2
2026-09-13,일본,1,character:229,木村多恵,42
2026-09-13,일본,2,character:133,矢野 栄子,41
2026-09-13,일본,3,character:99,日向春香,27
2026-09-13,일본,4,character:256,飯村香澄,26
2026-09-13,일본,5,character:1,下北愛梨,21
2026-09-13,일본,6,content:102,ヤンキー女子たちと無人島で生き残る,19
2026-09-13,일본,7,character:329,竿田真由美,16
2026-09-13,일본,8,character:291,竹田千夏,14
2026-09-13,일본,9,character:10000003,有村京香,12
2026-09-13,일본,10,character:38,橋本美華,12
2026-09-13,일본,11,content:6,回帰した色魔は正派期待の新鋭となった,11
2026-09-13,일본,12,character:139,高橋真美,9
2026-09-13,일본,13,character:265,西村美嘉,8
2026-09-13,일본,14,character:315,佐々木由紀,7
2026-09-13,일본,15,character:293,高橋夕里,7
2026-09-13,일본,16,character:258,板野由美,6
2026-09-13,일본,17,character:297,西本美幸,5
2026-09-13,일본,18,character:129,恩田恵奈,5
2026-09-13,일본,19,character:167,武田京子,5
2026-09-13,일본,20,character:77,西沢みな,4
2026-09-13,일본,21,character:176,春川霞,4
2026-09-13,일본,22,character:10000000,新庄まりな,3
2026-09-13,일본,23,character:130,レイ,3
2026-09-13,일본,24,character:162,白石祐里,3
2026-09-13,일본,25,character:522,久保田美桜,3
2026-09-13,일본,26,character:182,倖田梓,3
2026-09-13,일본,27,character:316,青木里香,3
2026-09-13,일본,28,character:348,ユン・カラム,3
2026-09-13,일본,29,character:119,藤田瑠華,3
2026-09-13,일본,30,character:70,坂口美帆,3
2026-09-13,일본,31,character:146,堂本美結,2
2026-09-13,일본,32,character:262,稲村玲華,2
2026-09-13,일본,33,character:317,ピオナ,2
2026-09-13,일본,34,character:8,近藤結花,2
2026-09-13,일본,35,character:294,葛西陽菜乃,2
2026-09-13,일본,36,character:290,浅田由麻,2
2026-09-13,일본,37,character:306,清水琴葉,1
2026-09-13,일본,38,character:2,稲場理子,1
2026-09-13,일본,39,character:60,橋本美優,1
2026-09-13,일본,40,character:165,伊延蒼空,1
2026-09-13,일본,41,character:292,池上彩乃,1
2026-09-13,일본,42,character:254,井口由良,1
2026-09-13,일본,43,character:97,島田美里,1
2026-09-13,일본,44,character:93,市村紗季,1
2026-09-13,일본,45,character:131,エリス,1
2026-09-13,일본,46,character:173,西村雅,1
2026-09-13,일본,47,character:177,栗原愛里,1
2026-09-13,일본,48,character:94,小峰未奈,1
2026-09-13,일본,49,character:303,浜辺涼子,1
2026-09-13,일본,50,character:257,園田千里,1
2026-09-13,중화권,1,character:315,多熙,22
2026-09-13,중화권,2,character:61,林映純,12
2026-09-13,중화권,3,character:265,韓瑞賢,9
2026-09-13,중화권,4,character:170,徐筱妍,7
2026-09-13,중화권,5,character:522,杜嘉恩,6
2026-09-13,중화권,6,character:1,林依潔,6
2026-09-13,중화권,7,character:129,殷霏,6
2026-09-13,중화권,8,character:99,趙美靜,4
2026-09-13,중화권,9,character:258,高佑美,3
2026-09-13,중화권,10,character:100,張善英,3
2026-09-13,중화권,11,character:348,林嘉藍,3
2026-09-13,중화권,12,character:284,吳喬俐,3
2026-09-13,중화권,13,character:133,簡可優,3
2026-09-13,중화권,14,character:81,塞西莉亞,2
2026-09-13,중화권,15,character:226,李美英,2
2026-09-13,중화권,16,character:96,鄭高恩,2
2026-09-13,중화권,17,character:221,鄭恩愛,2
2026-09-13,중화권,18,character:251,林筱君,1
2026-09-13,중화권,19,character:299,陳佳儀,1
2026-09-13,중화권,20,character:2,李舒欣,1
2026-09-13,중화권,21,character:77,徐敏娜,1
2026-09-13,중화권,22,character:118,白采媛,1
2026-09-13,중화권,23,character:303,吳悠秀,1
2026-09-13,중화권,24,character:176,江茹萱,1
2026-09-13,중화권,25,character:235,周薇亞,1
2026-09-13,중화권,26,character:329,崔潔怡,1
2026-09-13,중화권,27,character:253,江玥璃,1
2026-09-13,중화권,28,character:139,嚴安雅,1
2026-09-13,중화권,29,character:177,白佳貞,1
2026-09-13,중화권,30,character:297,李多美,1
2026-09-13,중화권,31,character:89,劉達莉,1
2026-09-13,북미·글로벌,1,content:101,Stranded on a Desert Island With My Bullies,10
2026-09-13,북미·글로벌,2,character:72,Ye-lynn Lee,6
2026-09-13,북미·글로벌,3,character:258,Yara Ko,4
2026-09-13,북미·글로벌,4,character:119,Roxy Seo,3
2026-09-13,북미·글로벌,5,character:77,Mi-na Seo,3
2026-09-13,북미·글로벌,6,character:133,Grace Kim,2
2026-09-13,북미·글로벌,7,character:70,Da-yeong Park,2
2026-09-13,북미·글로벌,8,character:506,Runa,2
2026-09-13,북미·글로벌,9,character:348,Gwen Yoon,2
2026-09-13,북미·글로벌,10,character:76,Hyun-joo Bae,2
2026-09-13,북미·글로벌,11,character:74,Yu-hee Heo,2
2026-09-13,북미·글로벌,12,character:1,Ah-yeong Shin,2
2026-09-13,북미·글로벌,13,character:8,Hye-yun Yoon,1
2026-09-13,북미·글로벌,14,character:220,So-da Min,1
2026-09-13,북미·글로벌,15,character:81,Cecilia,1
2026-09-13,북미·글로벌,16,character:268,Sarah Joo,1
2026-09-13,북미·글로벌,17,character:131,Alice,1
2026-09-13,북미·글로벌,18,character:62,Eun-hee Yu,1
2026-09-13,북미·글로벌,19,character:284,Yulia Oh,1
2026-09-13,북미·글로벌,20,character:60,Hee-jin Han,1
2026-09-13,북미·글로벌,21,character:97,Su-min Cha,1
2026-09-13,북미·글로벌,22,character:235,Mi-ah Cha,1
2026-09-13,북미·글로벌,23,character:91,Minnie Heo,1
2026-09-13,북미·글로벌,24,character:221,Eun-ae Cha,1
2026-09-13,북미·글로벌,25,character:240,So-hee Lee,1
2026-09-15,한국,1,character:133,김고은,93
2026-09-15,한국,2,character:508,최아영,92
2026-09-15,한국,3,character:99,조미경,59
2026-09-15,한국,4,character:221,정은애,50
2026-09-15,한국,5,character:240,이소희,40
2026-09-15,한국,6,character:61,한나리,31
2026-09-15,한국,7,character:100,장선영,24
2026-09-15,한국,8,character:1,신아영,24
2026-09-15,한국,9,character:314,한유라,22
2026-09-15,한국,10,content:101,일진녀들과 무인도에서 살아남기,17
2026-09-15,한국,11,content:105,밀프 아일랜드 우리 아내는 안 넘어갑니다,16
2026-09-15,한국,12,character:93,한수진,15
2026-09-15,한국,13,character:315,다희,15
2026-09-15,한국,14,character:118,박채원,14
2026-09-15,한국,15,content:106,"구조선 도착까지, 앞으로 93년",12
2026-09-15,한국,16,character:129,은혜,11
2026-09-15,한국,17,character:119,서민희,11
2026-09-15,한국,18,character:292,조민주,10
2026-09-15,한국,19,character:258,고유미,10
2026-09-15,한국,20,character:97,차수민,9
2026-09-15,한국,21,character:226,이미예,8
2026-09-15,한국,22,character:347,유소희,8
2026-09-15,한국,23,character:176,한가영,7
2026-09-15,한국,24,character:132,정소은,7
2026-09-15,한국,25,character:229,유정원,7
2026-09-15,한국,26,character:139,엄자영,6
2026-09-15,한국,27,character:72,이예린,6
2026-09-15,한국,28,character:70,박다영,6
2026-09-15,한국,29,character:130,레이,6
2026-09-15,한국,30,character:265,한서현,5
2026-09-15,한국,31,character:290,박소민,5
2026-09-15,한국,32,character:249,박유미,5
2026-09-15,한국,33,character:170,서도연,4
2026-09-15,한국,34,character:522,금보라,4
2026-09-15,한국,35,character:71,김가을,4
2026-09-15,한국,36,character:260,서혜정,4
2026-09-15,한국,37,character:317,피오나,4
2026-09-15,한국,38,character:296,김지민,4
2026-09-15,한국,39,character:76,배현주,4
2026-09-15,한국,40,character:291,차진희,4
2026-09-15,한국,41,character:73,서나리,3
2026-09-15,한국,42,character:96,정고은,3
2026-09-15,한국,43,character:77,서미나,3
2026-09-15,한국,44,character:235,차미아,3
2026-09-15,한국,45,character:228,오다현,3
2026-09-15,한국,46,character:299,한가연,3
2026-09-15,한국,47,character:2,강수연,3
2026-09-15,한국,48,character:253,한유리,3
2026-09-15,한국,49,content:6,회귀한 색마는 정파 후기지수가 되었다,3
2026-09-15,한국,50,character:177,백가인,2
2026-09-15,일본,1,character:297,西本美幸,44
2026-09-15,일본,2,character:133,矢野 栄子,32
2026-09-15,일본,3,character:1,下北愛梨,25
2026-09-15,일본,4,character:256,飯村香澄,21
2026-09-15,일본,5,content:102,ヤンキー女子たちと無人島で生き残る,16
2026-09-15,일본,6,character:291,竹田千夏,15
2026-09-15,일본,7,character:265,西村美嘉,15
2026-09-15,일본,8,character:329,竿田真由美,14
2026-09-15,일본,9,content:6,回帰した色魔は正派期待の新鋭となった,14
2026-09-15,일본,10,character:99,日向春香,9
2026-09-15,일본,11,character:258,板野由美,9
2026-09-15,일본,12,character:522,久保田美桜,7
2026-09-15,일본,13,character:38,橋本美華,7
2026-09-15,일본,14,character:76,保坂白雪,5
2026-09-15,일본,15,character:94,小峰未奈,4
2026-09-15,일본,16,character:10000003,有村京香,4
2026-09-15,일본,17,character:294,葛西陽菜乃,4
2026-09-15,일본,18,character:162,白石祐里,3
2026-09-15,일본,19,character:97,島田美里,3
2026-09-15,일본,20,character:227,成澤澪,3
2026-09-15,일본,21,character:78,渡辺りん,3
2026-09-15,일본,22,character:293,高橋夕里,3
2026-09-15,일본,23,character:182,倖田梓,3
2026-09-15,일본,24,character:129,恩田恵奈,3
2026-09-15,일본,25,character:290,浅田由麻,3
2026-09-15,일본,26,character:176,春川霞,3
2026-09-15,일본,27,character:229,木村多恵,2
2026-09-15,일본,28,character:240,菅野真美,2
2026-09-15,일본,29,character:10000000,新庄まりな,2
2026-09-15,일본,30,character:315,佐々木由紀,2
2026-09-15,일본,31,character:100,ジャン・ソニョン,2
2026-09-15,일본,32,character:257,園田千里,2
2026-09-15,일본,33,character:81,セシリア,2
2026-09-15,일본,34,character:167,武田京子,2
2026-09-15,일본,35,character:80,ベルディア,2
2026-09-15,일본,36,character:316,青木里香,2
2026-09-15,일본,37,character:169,金子里沙,2
2026-09-15,일본,38,character:154,クァク・ドイム,1
2026-09-15,일본,39,character:62,金澤智佳,1
2026-09-15,일본,40,character:299,霧島真紀,1
2026-09-15,일본,41,character:264,内田莉子,1
2026-09-15,일본,42,character:77,西沢みな,1
2026-09-15,일본,43,character:121,小川日奈,1
2026-09-15,일본,44,character:348,ユン・カラム,1
2026-09-15,일본,45,character:119,藤田瑠華,1
2026-09-15,일본,46,character:74,秋山紗妃,1
2026-09-15,일본,47,character:226,新家美絵,1
2026-09-15,일본,48,character:61,池上朱里,1
2026-09-15,일본,49,character:118,坂本凪咲,1
2026-09-15,일본,50,character:131,エリス,1
2026-09-15,중화권,1,character:292,趙敏珠,15
2026-09-15,중화권,2,character:250,羅心如,11
2026-09-15,중화권,3,character:315,多熙,7
2026-09-15,중화권,4,character:61,林映純,6
2026-09-15,중화권,5,character:133,簡可優,5
2026-09-15,중화권,6,character:129,殷霏,5
2026-09-15,중화권,7,character:258,高佑美,3
2026-09-15,중화권,8,character:76,楊佳穎,2
2026-09-15,중화권,9,character:1,林依潔,2
2026-09-15,중화권,10,character:297,李多美,2
2026-09-15,중화권,11,character:265,韓瑞賢,2
2026-09-15,중화권,12,character:290,夏恩妮,2
2026-09-15,중화권,13,character:74,何宥拉,1
2026-09-15,중화권,14,character:72,陳鈺琳,1
2026-09-15,중화권,15,character:100,張善英,1
2026-09-15,중화권,16,character:262,涂藝恩,1
2026-09-15,중화권,17,character:80,貝爾迪亞,1
2026-09-15,중화권,18,character:174,高秀妍,1
2026-09-15,중화권,19,character:131,艾莉絲,1
2026-09-15,중화권,20,character:284,吳喬俐,1
2026-09-15,중화권,21,character:251,林筱君,1
2026-09-15,중화권,22,character:522,杜嘉恩,1
2026-09-15,중화권,23,character:70,江郁涵,1
2026-09-15,중화권,24,character:139,嚴安雅,1
2026-09-15,중화권,25,character:248,洪丹菲,1
2026-09-15,중화권,26,character:221,鄭恩愛,1
2026-09-15,중화권,27,character:273,潘惠媛,1
2026-09-15,중화권,28,character:229,劉美媛,1
2026-09-15,중화권,29,character:329,崔潔怡,1
2026-09-15,중화권,30,character:348,林嘉藍,1
2026-09-15,중화권,31,character:119,徐如熙,1
2026-09-15,중화권,32,character:261,庭佳,1
2026-09-15,북미·글로벌,1,character:139,Celine Eom,5
2026-09-15,북미·글로벌,2,character:221,Eun-ae Cha,4
2026-09-15,북미·글로벌,3,character:523,Da-hee,4
2026-09-15,북미·글로벌,4,content:101,Stranded on a Desert Island With My Bullies,4
2026-09-15,북미·글로벌,5,character:133,Grace Kim,3
2026-09-15,북미·글로벌,6,character:265,Seo-hyun Han,2
2026-09-15,북미·글로벌,7,character:281,Yeon-ah Na,2
2026-09-15,북미·글로벌,8,character:284,Yulia Oh,2
2026-09-15,북미·글로벌,9,character:97,Su-min Cha,2
2026-09-15,북미·글로벌,10,character:77,Mi-na Seo,2
2026-09-15,북미·글로벌,11,character:119,Roxy Seo,1
2026-09-15,북미·글로벌,12,character:78,Se-ha Yoo,1
2026-09-15,북미·글로벌,13,character:297,Erin Lee,1
2026-09-15,북미·글로벌,14,character:507,So-hee Yoo,1
2026-09-15,북미·글로벌,15,character:235,Mi-ah Cha,1
2026-09-15,북미·글로벌,16,character:348,Gwen Yoon,1
2026-09-15,북미·글로벌,17,character:100,Sun-yeong Ahn,1
2026-09-15,북미·글로벌,18,character:1,Ah-yeong Shin,1
2026-09-15,북미·글로벌,19,character:177,Ga-in Baik,1
2026-09-15,북미·글로벌,20,character:131,Alice,1
